,ID_TURMA,TX_HR_INICIAL,NU_DURACAO_TURMA,QT_MATRICULAS,TP_ETAPA_ENSINO,NU_DIAS_ATIVIDADE,CO_ENTIDADE,CD_GEOCODI,AGE_AVG_STUDENTS,AGE_STD_STUDENTS,NUM_TEACHERS_x,AGE_AVG_TEACHERS_x,AGE_STD_TEACHERS_x,NUM_TEACHERS_y,AGE_AVG_TEACHERS_y,AGE_STD_TEACHERS_y
550,11989958,13.0,255.0,20,2.0,5.0,31266965,313820000000000.0,4.0,0.0,1,52.0,0.0,1,52.0,0.0
551,11990161,13.0,255.0,19,2.0,5.0,31266965,313820000000000.0,3.8421052631578947,0.37463432463267765,1,40.0,0.0,1,40.0,0.0
552,11989975,13.0,255.0,20,2.0,5.0,31266965,313820000000000.0,3.85,0.3663475485325233,1,33.0,0.0,1,33.0,0.0
553,11990059,13.0,255.0,21,14.0,5.0,31266965,313820000000000.0,5.761904761904762,0.43643578047198484,2,39.0,5.656854249492381,2,39.0,5.656854249492381
554,11990231,13.0,255.0,21,14.0,5.0,31266965,313820000000000.0,5.9523809523809526,0.21821789023599242,2,42.0,1.4142135623730951,2,42.0,1.4142135623730951
555,11990258,13.0,255.0,21,15.0,5.0,31266965,313820000000000.0,7.0476190476190474,0.21821789023599242,2,41.0,2.8284271247461903,2,41.0,2.8284271247461903
556,11990284,7.0,255.0,25,16.0,5.0,31266965,313820000000000.0,8.12,0.6658328118479394,2,41.5,2.1213203435596424,2,41.5,2.1213203435596424
557,11990311,13.0,255.0,22,15.0,5.0,31266965,313820000000000.0,6.909090909090909,0.4264014327112209,3,41.0,7.211102550927978,3,41.0,7.211102550927978
558,11990331,7.0,255.0,24,16.0,5.0,31266965,313820000000000.0,8.333333333333334,0.8164965809277263,2,41.5,2.1213203435596424,2,41.5,2.1213203435596424
559,11990353,7.0,255.0,18,17.0,5.0,31266965,313820000000000.0,9.277777777777779,0.8264420947336314,2,43.5,0.7071067811865476,2,43.5,0.7071067811865476
560,11990394,7.0,255.0,16,17.0,5.0,31266965,313820000000000.0,9.5625,0.727438428093173,2,44.0,1.4142135623730951,2,44.0,1.4142135623730951
561,11991258,7.0,255.0,23,18.0,5.0,31266965,313820000000000.0,10.73913043478261,1.0538842141140996,2,49.5,9.192388155425117,2,49.5,9.192388155425117
562,11991294,7.0,255.0,23,18.0,5.0,31266965,313820000000000.0,10.434782608695652,0.7277666307098065,3,38.333333333333336,11.718930554164633,3,38.333333333333336,11.718930554164633
563,11990008,13.0,255.0,21,2.0,5.0,31266965,313820000000000.0,4.9523809523809526,0.2182178902359924,1,37.0,0.0,1,37.0,0.0
564,12460722,13.0,255.0,24,2.0,5.0,31203076,313820000000000.0,4.916666666666667,0.2823298512866399,1,47.0,0.0,1,47.0,0.0
565,578830,13.0,255.0,24,14.0,5.0,31203076,313820000000000.0,5.833333333333333,0.3806934938134408,2,51.5,10.606601717798213,2,51.5,10.606601717798213
566,579045,7.0,255.0,23,15.0,5.0,31203076,313820000000000.0,7.173913043478261,1.0724726702618104,2,50.0,12.727922061357855,2,50.0,12.727922061357855
567,579514,7.0,255.0,26,15.0,5.0,31203076,313820000000000.0,7.0,0.0,2,53.0,8.48528137423857,2,53.0,8.48528137423857
568,579639,7.0,255.0,23,15.0,5.0,31203076,313820000000000.0,6.956521739130435,0.20851441405707477,2,51.5,10.606601717798213,2,51.5,10.606601717798213
569,579903,13.0,255.0,24,14.0,5.0,31203076,313820000000000.0,5.916666666666667,0.28232985128664007,2,52.0,9.899494936611665,2,52.0,9.899494936611665
570,580260,7.0,255.0,20,16.0,5.0,31203076,313820000000000.0,8.05,0.3940344628262061,2,54.0,7.0710678118654755,2,54.0,7.0710678118654755
571,580712,7.0,255.0,24,17.0,5.0,31203076,313820000000000.0,9.333333333333334,0.7613869876268806,3,48.0,9.848857801796104,3,48.0,9.848857801796104
572,581213,7.0,255.0,25,17.0,5.0,31203076,313820000000000.0,9.2,0.7071067811865475,3,56.0,11.789826122551595,3,56.0,11.789826122551595
573,581256,7.0,255.0,29,18.0,5.0,31203076,313820000000000.0,10.172413793103448,0.3844258722192446,2,56.5,3.5355339059327378,2,56.5,3.5355339059327378
574,646568,13.0,255.0,23,14.0,5.0,31203076,313820000000000.0,5.869565217391305,0.344350221575091,2,51.0,11.313708498984761,2,51.0,11.313708498984761
575,3060684,7.0,255.0,22,16.0,5.0,31203076,313820000000000.0,7.7727272727272725,0.4289320272288887,2,52.0,9.899494936611665,2,52.0,9.899494936611665
576,4759506,7.0,255.0,22,16.0,5.0,31203076,313820000000000.0,8.045454545454545,0.21320071635561022,2,55.5,4.949747468305833,2,55.5,4.949747468305833
577,6397098,7.0,255.0,29,18.0,5.0,31203076,313820000000000.0,10.241379310344827,0.576638808328867,2,63.0,5.656854249492381,2,63.0,5.656854249492381
578,12456066,7.0,255.0,28,17.0,5.0,31203076,313820000000000.0,9.142857142857142,0.5245305283129618,2,60.0,1.4142135623730951,2,60.0,1.4142135623730951
579,12456103,7.0,255.0,23,2.0,5.0,31203076,313820000000000.0,4.826086956521739,0.3875533878815899,1,45.0,0.0,1,45.0,0.0
580,12460413,13.0,255.0,22,2.0,5.0,31203076,313820000000000.0,3.8636363636363638,0.3512500866571045,1,37.0,0.0,1,37.0,0.0
581,12456208,13.0,255.0,19,2.0,5.0,31203076,313820000000000.0,3.8421052631578947,0.37463432463267754,1,41.0,0.0,1,41.0,0.0
582,12457331,13.0,255.0,21,2.0,5.0,31203076,313820000000000.0,4.714285714285714,0.4629100498862757,1,53.0,0.0,1,53.0,0.0
583,12457321,13.0,255.0,21,2.0,5.0,31203076,313820000000000.0,5.0,0.0,1,41.0,0.0,1,41.0,0.0
584,12460584,13.0,255.0,23,2.0,5.0,31203076,313820000000000.0,4.0,0.0,1,42.0,0.0,1,42.0,0.0
585,12460650,13.0,255.0,22,2.0,5.0,31203076,313820000000000.0,4.954545454545454,0.21320071635561047,1,42.0,0.0,1,42.0,0.0
586,12456175,13.0,255.0,21,2.0,5.0,31203076,313820000000000.0,3.9047619047619047,0.30079260375911915,1,47.0,0.0,1,47.0,0.0
587,11881180,7.0,240.0,15,2.0,5.0,31251933,313820000000000.0,4.933333333333334,0.25819888974716104,1,45.0,0.0,1,45.0,0.0
588,11881312,13.0,255.0,23,14.0,5.0,31251933,313820000000000.0,5.956521739130435,0.20851441405707477,3,54.333333333333336,9.451631252505218,3,54.333333333333336,9.451631252505218
589,11881367,13.0,255.0,24,15.0,5.0,31251933,313820000000000.0,6.875,0.3378319623460885,2,50.5,4.949747468305833,2,50.5,4.949747468305833
