,Cod_setor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
63,313820305000065,0,3,5,4,10,4,2,3,5,5,1,6,2,5,2,7,3,4,4,4,2,3,7,7,5,6,10,7,8,8,10,3,8,5,5,5,3,3,3,8,1,3,4,3,7,5,8,5,6,3,4,3,5,4,4,5,5,4,5,2,2,2,4,6,3,6,2,4,3,2,3,0,3,1,2,2,2,0,2,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,313820305000066,4,2,3,2,5,4,4,6,0,0,2,1,5,2,2,3,6,2,5,4,4,13,12,1,7,4,8,5,6,6,4,3,4,11,3,7,6,4,2,3,3,4,6,6,5,3,8,6,7,4,6,7,2,4,5,3,5,8,4,6,4,3,6,1,3,5,1,1,4,1,4,1,4,0,3,2,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,313820305000067,3,7,7,7,5,9,7,1,6,4,4,5,9,3,9,6,7,8,2,6,7,6,9,9,15,13,6,8,9,9,9,8,6,9,4,4,4,7,3,6,9,2,6,9,6,6,6,4,3,12,6,1,7,7,4,3,9,5,3,3,2,6,4,2,4,0,3,1,0,0,2,2,1,0,3,2,1,2,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,313820305000068,4,2,1,5,2,2,4,5,2,3,2,6,7,7,12,3,3,2,4,1,6,5,8,6,2,4,5,6,5,6,5,8,0,1,3,3,3,3,2,4,7,7,4,7,6,7,3,4,6,6,6,6,4,4,3,5,5,3,4,2,4,2,4,1,4,1,1,0,4,3,1,1,4,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0
67,313820305000069,2,2,2,3,2,1,6,4,3,9,3,3,7,3,8,5,3,7,7,5,3,4,3,5,6,8,7,5,3,4,4,6,5,4,4,5,4,4,3,5,4,6,4,2,5,9,9,4,4,6,3,3,12,1,3,3,4,4,5,1,2,4,7,2,4,4,1,2,3,1,3,2,4,1,3,2,3,3,0,2,0,1,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0
68,313820305000070,5,2,0,5,5,6,7,2,1,2,5,7,7,5,4,3,9,6,6,2,2,6,7,8,9,7,2,7,7,8,5,3,6,4,4,2,3,4,3,7,4,7,6,2,7,2,9,6,4,3,3,3,4,2,6,4,3,4,7,4,6,3,1,5,2,8,1,3,1,4,1,0,3,2,3,2,4,0,2,2,6,3,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1
69,313820305000071,2,4,1,4,3,6,4,5,0,3,5,7,3,3,4,9,4,4,7,5,4,7,6,7,5,4,6,9,8,8,10,5,6,4,10,2,3,6,6,6,4,5,8,6,3,4,8,6,9,3,6,7,4,5,6,6,2,2,6,4,3,2,1,2,3,2,3,2,2,4,3,0,1,0,2,3,4,1,2,2,4,4,4,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
70,313820305000072,2,4,4,2,2,1,4,1,2,2,2,2,3,3,6,3,2,1,1,4,4,4,5,3,2,5,3,5,4,4,5,4,6,3,4,2,1,1,3,3,7,4,1,5,5,6,4,6,3,1,3,3,4,2,1,2,6,5,2,2,5,3,2,3,3,0,3,1,0,2,2,1,2,1,0,0,2,3,2,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,313820305000073,5,6,3,5,5,5,5,4,1,4,7,8,1,2,6,3,3,5,5,5,4,5,4,5,5,7,5,6,11,7,5,5,4,8,3,3,8,5,4,5,0,1,3,6,3,6,4,7,5,5,9,8,7,6,8,3,6,5,3,2,3,1,3,3,0,3,3,0,1,2,1,0,2,1,3,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
72,313820305000074,4,4,1,4,4,2,5,2,2,3,8,4,5,10,5,11,13,8,14,5,10,5,5,10,5,5,9,7,4,7,4,4,7,10,2,7,7,6,5,3,1,2,5,13,7,5,7,7,10,5,12,10,3,4,7,1,3,3,6,5,5,3,2,4,0,3,3,1,1,0,3,0,0,2,1,2,0,2,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
73,313820305000075,4,5,5,9,7,7,6,7,5,7,7,11,7,7,10,15,6,7,10,6,7,11,7,7,4,10,6,6,7,6,5,5,7,6,7,6,6,8,1,4,7,5,4,5,1,3,5,2,2,7,4,4,6,4,4,7,1,4,1,1,6,2,1,3,2,4,3,1,2,0,3,4,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,313820305000076,1,3,3,9,1,3,4,2,5,4,4,4,8,3,5,2,9,5,4,4,10,5,6,8,5,4,2,3,6,6,3,7,4,5,2,3,3,4,1,6,5,5,5,6,9,2,8,3,8,2,8,4,4,5,5,5,2,5,2,2,2,1,2,3,4,3,1,0,1,0,1,1,0,3,0,1,0,4,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,313820305000077,6,1,4,9,3,6,1,6,5,6,4,8,5,8,2,3,4,11,7,6,4,6,5,1,6,3,2,4,9,5,3,5,4,5,4,3,5,6,3,3,3,6,5,4,8,1,2,4,0,3,1,1,4,3,3,4,5,3,4,5,5,3,2,6,0,1,2,5,1,0,0,0,3,2,2,1,1,2,0,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
76,313820305000078,10,3,3,3,3,2,7,3,9,2,1,5,9,8,13,4,7,8,7,8,6,6,5,4,4,4,6,10,6,3,13,5,6,2,4,0,4,8,5,8,5,1,2,7,8,6,8,4,4,3,6,8,6,4,5,4,0,2,3,1,0,3,4,5,0,0,0,0,3,1,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,313820305000079,1,1,5,6,7,2,4,5,2,4,4,2,3,4,6,9,5,5,7,10,4,6,5,3,8,6,10,2,5,1,7,3,4,6,3,3,6,4,4,1,4,8,8,3,2,3,5,11,5,7,5,4,2,3,4,2,3,5,3,1,5,1,1,3,2,0,1,2,3,0,1,1,2,2,3,1,2,0,0,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78,313820305000080,8,4,5,4,5,4,6,7,7,4,6,10,8,14,10,11,8,10,10,6,8,9,8,13,5,7,8,4,9,6,6,7,9,7,5,9,4,11,2,7,2,2,4,1,2,12,3,13,7,4,6,7,5,7,6,6,8,6,3,3,7,5,3,5,1,3,3,8,4,3,3,2,1,2,3,1,2,3,2,0,1,2,1,2,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0
79,313820305000081,3,3,4,4,4,5,6,9,4,9,8,3,10,10,11,9,4,6,9,4,8,2,6,5,4,5,6,6,7,6,8,5,4,5,3,6,4,2,5,6,6,8,8,5,5,3,7,7,5,4,6,4,3,2,2,5,4,6,3,1,2,5,2,5,5,6,2,4,4,5,3,1,2,3,1,2,4,2,0,1,2,1,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
80,313820305000082,6,2,4,4,7,6,8,8,5,3,8,7,9,12,2,6,6,5,5,9,10,6,9,6,9,5,4,11,3,8,3,8,9,3,14,7,5,9,6,2,3,4,4,4,7,7,3,6,8,6,3,3,8,6,6,4,3,5,5,2,4,6,2,4,2,7,2,4,0,1,0,2,1,2,1,0,2,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
81,313820305000083,6,1,4,7,8,13,9,3,11,13,11,12,6,5,10,8,14,8,9,8,7,10,5,7,9,12,7,5,10,11,6,6,8,3,7,10,5,6,5,8,6,8,8,8,4,9,8,3,4,4,6,4,5,2,9,7,3,2,2,3,3,4,5,3,2,1,4,2,3,2,1,2,0,2,2,1,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,313820305000084,2,5,2,3,3,1,5,6,6,2,5,1,8,8,3,3,3,5,10,9,5,10,4,5,5,3,7,6,3,5,2,7,7,3,1,6,7,10,5,5,9,7,4,7,9,7,3,6,4,3,5,5,7,7,4,2,7,2,4,4,1,4,0,2,3,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
83,313820305000085,3,9,6,8,2,4,6,3,10,7,10,4,11,5,12,10,6,7,6,6,1,7,4,5,4,8,9,5,5,5,6,7,7,9,6,8,2,8,5,5,9,1,3,6,3,2,3,2,4,5,3,2,3,1,10,3,3,4,5,3,3,0,2,0,1,0,2,1,1,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,313820305000086,8,7,7,3,5,3,3,2,6,9,5,6,5,4,6,6,5,6,4,10,6,9,6,5,5,5,12,6,7,6,6,3,14,2,2,10,4,8,4,5,5,8,3,5,4,3,4,4,5,8,6,6,5,3,6,3,5,4,1,7,5,3,4,2,3,3,4,2,1,2,0,1,2,4,0,4,4,4,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,313820305000087,3,3,3,3,7,4,7,6,10,8,5,4,7,3,7,8,3,1,3,4,4,6,6,8,9,7,7,3,12,5,8,6,9,4,15,5,8,7,8,2,8,7,8,8,6,12,8,3,6,5,2,5,1,6,8,5,8,0,5,3,2,3,1,3,2,2,2,2,1,1,3,1,3,1,0,1,0,1,0,0,2,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
86,313820305000088,7,5,8,1,5,11,6,8,4,13,7,8,8,9,16,5,9,14,8,6,10,5,5,12,11,11,7,13,8,9,7,12,6,8,8,8,11,4,9,6,8,10,7,9,10,12,7,6,6,7,3,1,4,3,4,8,7,3,3,3,3,1,5,0,1,2,3,1,3,0,2,1,1,0,0,1,2,1,0,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,313820305000089,13,5,9,10,11,7,6,7,8,10,10,12,10,8,3,10,6,10,6,8,10,9,9,12,17,8,7,11,11,7,10,9,11,10,5,14,5,8,15,4,8,8,9,7,6,4,3,11,3,6,5,6,6,9,2,3,2,3,1,1,2,4,1,2,4,0,5,2,0,2,1,0,3,2,1,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,313820305000090,3,2,2,2,4,7,7,7,4,3,7,10,10,3,7,8,6,7,6,11,9,3,12,5,12,6,5,6,12,5,7,10,13,3,5,5,3,8,9,7,6,5,6,9,6,5,6,6,5,2,8,6,3,2,4,2,3,1,2,6,3,3,3,2,3,1,4,3,0,0,4,3,3,2,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
89,313820305000091,2,2,2,5,2,4,6,2,2,3,3,1,7,8,2,4,6,8,8,6,5,6,5,8,7,4,6,4,3,6,7,5,7,6,3,3,3,4,5,2,7,4,5,7,3,4,6,3,2,6,6,7,8,6,4,5,5,2,3,4,2,3,0,2,2,5,0,1,0,2,1,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
90,313820305000092,4,0,3,2,2,3,7,5,7,3,5,4,7,4,10,8,8,0,7,4,6,12,3,6,3,6,4,7,7,3,4,5,3,7,4,5,8,6,3,7,5,4,13,8,4,7,4,2,1,4,5,5,7,10,2,2,4,7,4,1,2,2,4,1,3,3,1,0,2,1,1,3,1,0,1,0,3,2,2,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,313820305000093,7,4,6,6,8,5,3,4,13,11,17,9,12,9,15,15,14,12,11,6,6,9,12,11,10,10,7,12,11,9,10,6,15,9,12,16,8,16,10,8,6,12,5,8,13,7,14,8,5,8,8,6,8,7,5,14,6,6,7,5,4,8,4,7,2,5,1,2,5,4,1,3,1,4,1,1,0,2,0,1,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
92,313820305000094,6,2,4,3,4,2,3,4,2,6,4,4,4,5,7,6,7,10,5,1,7,3,4,4,11,6,4,3,3,3,4,8,4,5,8,6,6,6,2,7,4,6,8,3,9,6,11,3,2,3,3,5,3,5,7,8,6,3,6,3,1,7,2,4,3,0,7,3,5,3,3,3,3,3,2,3,2,5,1,2,3,1,3,1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0
93,313820305000095,6,3,3,3,5,6,5,8,5,4,6,2,4,5,10,12,10,2,7,7,9,9,8,13,13,12,12,5,10,12,7,6,8,8,10,8,5,9,7,5,3,12,7,4,6,9,4,7,5,12,7,8,3,6,11,8,6,4,10,6,6,8,2,3,7,5,4,2,1,3,1,0,2,3,0,2,5,2,3,2,1,2,0,2,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0
94,313820305000096,1,3,0,3,2,2,1,3,0,4,4,5,2,5,3,3,4,2,3,5,6,5,6,6,4,2,3,5,6,9,6,3,3,2,1,3,3,4,2,3,5,3,3,6,5,5,3,4,6,3,1,3,7,3,5,8,4,5,4,1,5,2,2,5,2,2,1,1,2,1,1,3,2,2,5,0,2,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
95,313820305000097,1,4,2,2,2,4,2,2,1,4,3,1,3,2,1,6,2,7,7,5,4,8,5,5,3,5,3,6,2,5,4,3,2,0,4,2,2,2,5,3,4,2,6,5,8,4,7,3,2,5,5,5,5,9,6,7,6,9,9,2,5,7,2,3,6,0,3,6,4,0,3,3,2,4,1,2,4,0,1,1,1,2,1,3,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
96,313820305000098,7,4,7,4,5,6,3,3,2,7,9,1,4,5,3,8,9,7,12,9,11,6,8,3,9,12,5,7,8,9,9,8,13,3,5,4,3,4,5,6,7,9,10,3,5,5,6,8,17,10,8,7,12,7,4,7,7,7,4,2,7,4,4,3,2,2,1,1,3,1,2,3,0,3,3,1,2,2,1,0,2,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
97,313820305000099,0,5,3,1,3,5,2,3,4,6,2,4,5,4,3,5,5,6,6,7,3,12,7,6,4,2,1,9,8,8,11,4,3,8,5,3,2,7,5,4,9,8,6,5,6,5,7,6,4,5,8,3,8,9,5,6,8,4,8,6,3,2,5,2,6,3,3,2,7,1,2,2,3,2,2,1,0,3,1,2,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
98,313820305000100,1,5,1,1,4,8,3,3,4,4,10,3,7,7,5,11,5,1,5,6,6,10,8,9,10,8,4,8,4,6,4,4,12,10,7,9,3,5,2,11,6,2,8,3,8,4,6,5,10,6,14,3,7,7,6,6,0,6,5,4,5,2,7,3,6,7,10,4,6,3,3,2,2,1,3,2,5,0,0,1,0,1,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99,313820305000101,6,2,6,8,4,7,3,7,9,9,7,7,6,11,5,5,4,10,13,8,11,7,5,7,9,8,10,5,9,5,5,7,3,3,7,1,5,7,4,7,1,3,7,5,3,3,6,4,9,4,7,5,3,8,2,6,6,2,4,0,4,2,1,6,1,1,1,3,3,2,1,1,2,2,1,0,1,1,3,0,0,2,1,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
100,313820305000102,5,3,1,3,1,1,9,3,3,4,3,3,2,2,3,5,9,4,12,14,7,9,7,6,5,8,2,7,0,7,7,3,5,5,2,4,8,4,3,6,10,5,4,5,2,10,3,4,4,4,10,8,5,6,12,4,6,5,8,3,1,1,6,5,4,7,2,2,3,3,5,1,4,3,1,2,4,2,1,4,1,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101,313820305000103,3,6,6,8,5,5,8,3,6,5,9,11,7,10,10,10,9,9,13,6,10,11,15,14,9,9,12,12,7,8,15,6,7,8,4,11,13,12,12,4,15,14,7,9,8,6,16,10,6,4,13,3,5,9,8,5,6,4,7,8,3,5,2,0,3,2,4,6,3,1,3,5,3,1,3,1,0,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
102,313820305000104,6,2,6,4,5,4,6,16,10,8,14,7,5,11,5,9,9,12,6,9,13,10,8,8,11,9,7,8,12,9,10,9,6,9,11,10,12,3,5,7,9,8,10,4,9,14,9,7,6,4,10,4,8,6,2,4,6,2,6,5,2,4,4,4,3,6,2,6,2,5,3,3,2,1,1,4,2,0,0,3,0,2,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
103,313820305000105,4,11,3,9,7,9,4,7,5,4,9,10,2,7,13,9,7,7,8,11,6,15,9,8,12,7,10,7,7,9,4,5,3,6,10,5,7,6,7,2,7,11,6,6,7,7,11,8,9,10,8,5,5,5,3,6,1,1,0,2,1,0,3,2,2,1,4,1,2,0,2,1,2,3,2,3,1,1,2,1,1,0,1,3,1,0,1,2,1,2,2,1,0,0,0,1,0,0,0,2,0
104,313820305000106,5,5,1,2,4,5,4,0,5,1,6,7,5,3,5,7,2,2,3,7,3,2,5,5,5,4,0,2,3,3,3,2,2,3,1,4,3,6,2,2,5,0,0,2,3,1,1,4,3,4,3,1,2,2,4,2,1,3,2,2,1,0,3,0,3,0,3,0,0,0,0,1,2,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,313820305000107,9,13,9,11,9,16,12,12,14,12,12,11,13,16,17,18,14,12,13,17,13,16,19,15,23,20,10,23,12,22,15,12,10,16,14,12,17,16,12,11,15,12,15,9,10,7,11,5,12,12,5,11,6,4,11,2,8,4,6,2,4,7,9,6,5,3,1,0,2,3,1,2,1,2,0,0,1,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
106,313820305000108,7,3,6,7,7,1,8,6,7,3,4,2,10,6,9,3,6,7,3,12,6,4,7,5,7,3,9,3,5,6,7,4,2,2,5,3,6,5,8,6,7,5,7,4,2,5,6,7,5,6,4,2,2,3,1,4,1,1,3,1,2,1,3,2,4,3,2,0,0,0,1,4,1,0,0,0,2,2,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
107,313820305000109,4,7,2,6,10,12,3,4,7,7,8,8,5,8,14,12,8,5,5,14,8,4,8,7,7,5,6,5,1,8,6,3,5,8,4,3,4,3,4,2,4,4,4,7,8,4,8,5,4,6,2,6,3,1,2,4,3,1,1,3,2,2,4,1,2,1,1,2,1,1,1,1,1,1,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,313820305000110,4,5,6,8,8,9,2,7,6,4,8,7,5,7,7,7,9,12,7,9,7,12,15,11,5,9,7,4,5,3,7,4,3,2,5,2,3,2,6,7,5,4,6,2,8,8,2,2,2,4,5,2,5,2,1,3,2,2,0,3,1,1,1,2,0,1,1,2,0,2,1,1,0,0,2,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,313820305000111,2,3,8,7,9,3,2,9,13,7,10,10,8,14,4,8,9,7,14,9,10,7,11,9,13,5,3,4,10,5,4,5,5,7,4,3,6,4,8,4,5,5,7,3,7,8,9,4,6,5,4,5,7,3,3,2,3,3,2,4,2,0,1,1,3,1,1,3,3,3,3,1,4,2,3,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110,313820305000112,2,8,3,2,5,7,5,7,11,5,7,4,11,9,11,13,11,10,7,8,4,6,9,6,3,2,6,4,7,5,5,6,7,5,4,15,12,9,7,9,6,7,9,6,4,4,13,8,9,5,2,10,3,7,7,7,3,4,4,3,3,0,2,1,4,3,3,1,2,0,0,2,1,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,313820305000113,6,5,8,7,6,4,4,4,5,8,4,13,6,6,11,8,6,3,5,4,5,4,9,5,4,7,8,10,8,7,6,5,1,6,6,5,6,8,5,4,0,10,1,3,6,9,3,4,2,6,6,5,0,8,1,3,1,1,2,1,2,2,0,2,1,1,2,0,0,3,1,0,1,2,1,1,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,313820305000114,26,25,20,25,29,24,25,23,23,17,26,23,17,22,28,23,25,17,24,15,20,22,23,30,29,19,33,35,39,31,50,26,26,19,24,22,21,25,15,17,17,13,17,23,16,16,9,10,17,9,20,11,9,6,8,7,5,10,8,12,9,11,9,4,3,3,2,3,1,4,2,3,2,6,0,1,3,1,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
113,313820305000115,9,7,7,10,8,7,7,6,10,8,6,5,10,8,17,13,18,11,16,12,14,7,11,10,10,15,11,5,10,11,12,16,10,8,9,15,15,13,16,14,13,14,12,9,7,13,10,5,8,14,9,5,9,9,6,4,4,6,6,1,1,2,5,1,4,1,1,0,2,1,2,2,0,2,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,313820305000118,1,3,2,2,4,7,1,5,1,4,2,2,3,2,1,1,0,1,4,1,2,2,2,1,2,0,5,4,2,7,4,5,7,3,5,1,4,2,3,1,2,3,6,3,3,1,2,0,2,2,0,2,0,1,2,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,313820305000131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,2,7,3,3,4,5,2,2,3,1,2,1,3,3,3,1,1,3,2,0,0,0,1,0,1,4,2,2,0,1,0,3,2,3,1,2,2,3,3,1,6,0,3,2,0,2,2,1,2,3,0,3,1,2,0,1,1,0,2,3,1,2,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
116,313820305000132,1,0,5,0,3,1,1,0,1,1,2,2,1,3,1,1,0,1,6,2,2,0,2,0,3,3,3,3,3,3,1,2,4,1,2,3,0,1,5,1,3,3,3,1,0,4,4,3,1,1,3,2,5,0,4,3,2,4,1,2,0,3,2,0,4,0,2,0,0,0,1,1,3,2,5,1,2,1,1,0,0,4,3,1,0,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
117,313820305000133,3,2,5,2,3,5,2,3,2,4,1,2,2,2,2,2,1,0,3,4,4,7,4,5,2,3,6,8,7,4,11,3,5,4,1,2,5,4,3,4,1,1,1,2,2,3,1,1,3,3,5,3,4,4,2,4,6,2,6,3,3,1,2,3,0,2,0,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,313820305000134,3,4,2,1,3,6,4,3,1,2,0,6,0,3,5,6,1,1,3,1,3,7,6,2,7,2,2,5,4,4,5,1,2,5,4,2,2,4,5,7,2,5,7,7,5,5,8,6,3,1,5,1,2,7,4,6,5,2,3,2,2,3,4,1,3,0,0,3,0,2,0,0,2,1,4,0,2,2,1,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,313820305000135,2,3,3,1,4,1,4,2,1,2,5,1,3,6,1,3,2,1,5,1,3,1,1,3,3,5,3,6,6,4,5,3,3,8,3,1,9,5,4,5,8,7,5,6,5,2,0,3,5,4,2,3,2,6,3,1,1,1,1,0,0,1,0,2,0,0,1,1,1,1,0,1,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,313820305000136,4,10,3,4,4,6,9,7,4,4,1,8,4,6,9,6,3,5,6,6,8,9,6,6,10,5,6,10,6,10,6,11,8,8,4,7,6,3,9,5,7,6,6,6,10,4,5,7,6,11,4,2,3,2,3,4,5,3,1,5,3,1,3,2,0,1,0,2,2,3,0,1,1,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121,313820305000137,4,5,4,5,2,3,7,1,2,8,6,7,6,7,5,5,6,6,5,9,4,6,9,7,10,5,4,7,7,5,4,6,4,8,7,6,8,12,5,5,3,4,7,6,4,5,5,3,2,6,3,3,4,1,1,5,1,2,1,0,1,0,3,0,2,0,1,1,1,2,2,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,313820305000138,4,6,1,7,3,2,6,5,8,6,8,4,7,6,7,5,4,7,7,5,7,5,6,6,6,6,8,5,7,5,5,6,7,7,5,4,9,14,7,7,15,9,7,3,6,4,5,6,7,5,4,7,4,2,8,6,2,6,1,1,5,1,0,1,2,3,3,2,2,0,2,1,2,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,313820305000139,13,10,11,16,12,13,9,10,11,10,19,18,15,5,13,16,15,19,13,14,7,13,10,10,8,5,18,12,12,16,16,17,12,20,22,12,24,18,26,19,13,19,14,14,9,12,15,13,11,10,10,10,10,5,7,4,3,6,1,2,2,3,2,5,5,5,3,0,1,2,3,2,0,3,3,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,313820305000140,4,4,3,5,6,5,3,4,1,6,6,5,7,6,2,5,5,5,1,3,7,5,6,5,3,2,4,4,4,9,10,11,7,10,3,10,4,1,1,7,5,7,5,4,6,8,5,4,2,3,3,0,3,3,7,0,3,1,0,1,1,3,2,2,2,2,0,1,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,313820305000141,7,7,6,7,9,7,1,4,6,10,6,8,5,10,9,7,5,8,8,12,5,4,4,8,2,4,12,9,10,3,8,8,9,10,11,5,2,5,7,5,4,6,6,5,5,4,5,1,5,6,3,3,4,4,3,4,1,3,0,3,2,5,1,1,2,1,0,0,0,1,0,0,2,2,1,2,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,313820305000148,1,1,0,0,1,1,0,2,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,313820305000149,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
